Input1,Input2,Input3,Output
-44.13941394139414,-20.0,-8.241824182418242,0.02482649744739569
-44.119411941194116,-20.0,-8.235823582358236,0.024959786732393397
-44.0994099409941,-20.0,-8.22982298229823,0.025093749208166653
-44.07940794079408,-20.0,-8.223822382238223,0.025228388033720666
-44.05940594059406,-20.0,-8.217821782178218,0.025363706381573734
-44.03940394039404,-20.0,-8.211821182118213,0.02549970743780842
-44.019401940194015,-20.0,-8.205820582058205,0.025636394402122502
-43.999399939994,-20.0,-8.1998199819982,0.02577377048788019
-43.97939793979398,-20.0,-8.193819381938194,0.02591183892216407
-43.95939593959396,-20.0,-8.187818781878189,0.02605060294582628
-43.93939393939394,-20.0,-8.181818181818182,0.02619006581354042
-43.91939193919392,-20.0,-8.175817581758176,0.02633023079385358
-43.8993899389939,-20.0,-8.169816981698169,0.026471101169238412
-43.87938793879388,-20.0,-8.163816381638163,0.026612680236145412
-43.85938593859386,-20.0,-8.157815781578158,0.02675497130505534
-43.83938393839384,-20.0,-8.151815181518153,0.026897977700531837
-43.81938193819382,-20.0,-8.145814581458145,0.02704170276127411
-43.7993799379938,-20.0,-8.13981398139814,0.027186149840170072
-43.77937793779378,-20.0,-8.133813381338134,0.027331322304349075
-43.75937593759376,-20.0,-8.127812781278127,0.02747722353523564
-43.73937393739374,-20.0,-8.121812181218122,0.02762385692860218
-43.71937193719372,-20.0,-8.115811581158116,0.027771225894623133
-43.6993699369937,-20.0,-8.10981098109811,0.02791933385792877
-43.67936793679368,-20.0,-8.103810381038103,0.028068184257658575
-43.65936593659366,-20.0,-8.097809780978098,0.02821778054751569
-43.639363936393636,-20.0,-8.091809180918093,0.028368126195821075
-43.61936193619362,-20.0,-8.085808580858085,0.028519224685567914
-43.5993599359936,-20.0,-8.07980798079808,0.028671079514476012
-43.57935793579358,-20.0,-8.073807380738074,0.02882369419504675
-43.55935593559356,-20.0,-8.067806780678069,0.02897707225461799
-43.539353935393535,-20.0,-8.061806180618062,0.02913121723541888
-43.51935193519352,-20.0,-8.055805580558056,0.02928613269462529
-43.499349934993496,-20.0,-8.04980498049805,0.029441822204415147
-43.47934793479348,-20.0,-8.043804380438043,0.02959828935202405
-43.45934593459346,-20.0,-8.037803780378038,0.029755537739800837
-43.43934393439344,-20.0,-8.031803180318033,0.029913570985263663
-43.41934193419342,-20.0,-8.025802580258025,0.03007239272115599
-43.3993399339934,-20.0,-8.01980198019802,0.030232006595502823
-43.37933793379338,-20.0,-8.013801380138014,0.030392416271667146
-43.35933593359336,-20.0,-8.007800780078007,0.03055362542840649
-43.33933393339334,-20.0,-8.001800180018002,0.030715637759929467
-43.31933193319332,-20.0,-7.995799579957996,0.03087845697595319
-43.2993299329933,-20.0,-7.98979897989799,0.031042086801759763
-43.27932793279328,-20.0,-7.9837983798379835,0.0312065309782541
-43.259325932593256,-20.0,-7.977797779777978,0.031371793262020775
-43.23932393239324,-20.0,-7.9717971797179725,0.03153787742538204
-43.21932193219322,-20.0,-7.965796579657965,0.031704787256455425
-43.1993199319932,-20.0,-7.95979597959796,0.03187252655921175
-43.17931793179318,-20.0,-7.953795379537954,0.0320410991535332
-43.159315931593156,-20.0,-7.947794779477948,0.03221050887527158
-43.13931393139314,-20.0,-7.941794179417942,0.03238075957630685
-43.11931193119312,-20.0,-7.935793579357936,0.03255185512460576
-43.0993099309931,-20.0,-7.92979297929793,0.032723799404280315
-43.07930793079308,-20.0,-7.9237923792379235,0.03289659631564768
-43.059305930593055,-20.0,-7.917791779177918,0.033070249775287976
-43.03930393039304,-20.0,-7.9117911791179125,0.033244763716104714
-43.019301930193016,-20.0,-7.905790579057905,0.03342014208738408
-42.999299929993,-20.0,-7.8997899789979,0.03359638885485411
-42.97929792979298,-20.0,-7.893789378937894,0.033773508000745064
-42.95929592959296,-20.0,-7.887788778877888,0.03395150352384922
-42.93929392939294,-20.0,-7.881788178817882,0.034130379439581214
-42.91929192919292,-20.0,-7.875787578757876,0.034310139780038225
-42.8992899289929,-20.0,-7.86978697869787,0.034490788594061
-42.87928792879288,-20.0,-7.8637863786378635,0.0346723299472937
-42.85928592859286,-20.0,-7.857785778577858,0.03485476792224572
-42.83928392839284,-20.0,-7.8517851785178525,0.035038106618352556
-42.81928192819282,-20.0,-7.845784578457845,0.03522235015203652
-42.7992799279928,-20.0,-7.83978397839784,0.03540750265676912
-42.779277927792776,-20.0,-7.833783378337834,0.03559356828313176
-42.75927592759276,-20.0,-7.827782778277828,0.035780551198878165
-42.73927392739274,-20.0,-7.821782178217822,0.0359684555889961
-42.71927192719272,-20.0,-7.815781578157816,0.036157285655769644
-42.6992699269927,-20.0,-7.80978097809781,0.036347045618841556
-42.679267926792676,-20.0,-7.8037803780378034,0.03653773971527553
-42.65926592659266,-20.0,-7.797779777977798,0.036729372199619324
-42.63926392639264,-20.0,-7.7917791779177925,0.03692194734396742
-42.61926192619262,-20.0,-7.785778577857785,0.037115469438023845
-42.5992599259926,-20.0,-7.77977797779778,0.037309942789166134
-42.579257925792575,-20.0,-7.773777377737774,0.03750537172250787
-42.55925592559256,-20.0,-7.767776777677768,0.03770176058096298
-42.539253925392536,-20.0,-7.761776177617762,0.03789911372530922
-42.51925192519252,-20.0,-7.755775577557756,0.03809743553425237
-42.4992499249925,-20.0,-7.74977497749775,0.038296730404489894
-42.47924792479248,-20.0,-7.743774377437743,0.0384970027507759
-42.45924592459246,-20.0,-7.737773777377738,0.038698257005985434
-42.43924392439244,-20.0,-7.7317731773177325,0.03890049762117879
-42.41924192419242,-20.0,-7.725772577257725,0.039103729065667475
-42.3992399239924,-20.0,-7.71977197719772,0.039307955827078
-42.37923792379238,-20.0,-7.713771377137714,0.039513182411417776
-42.35923592359236,-20.0,-7.707770777077708,0.039719413343141045
-42.33923392339234,-20.0,-7.701770177017702,0.03992665316521321
-42.31923192319232,-20.0,-7.695769576957696,0.04013490643917825
-42.299229922992296,-20.0,-7.68976897689769,0.040344177745223406
-42.27922792279228,-20.0,-7.683768376837683,0.04055447168224608
-42.25922592259226,-20.0,-7.677767776777678,0.04076579286792004
-42.23922392239224,-20.0,-7.6717671767176725,0.040978145938761916
-42.21922192219222,-20.0,-7.665766576657666,0.04119153555019804
-42.199219921992196,-20.0,-7.65976597659766,0.04140596637663147
-42.17921792179218,-20.0,-7.653765376537654,0.04162144311150882
-42.15921592159216,-20.0,-7.647764776477648,0.04183797046738818
-42.13921392139214,-20.0,-7.641764176417642,0.04205555317600579
-42.11921192119212,-20.0,-7.635763576357636,0.04227419598834443
-42.099209920992095,-20.0,-7.62976297629763,0.04249390367470095
-42.07920792079208,-20.0,-7.623762376237623,0.04271468102475433
-42.059205920592056,-20.0,-7.617761776177618,0.042936532847634504
-42.03920392039204,-20.0,-7.6117611761176125,0.04315946397198998
-42.01920192019202,-20.0,-7.605760576057606,0.043383479246056886
-41.999199919991995,-20.0,-7.5997599759976,0.04360858353772798
-41.97919791979198,-20.0,-7.593759375937594,0.04383478173462135
-41.95919591959196,-20.0,-7.587758775877588,0.044062078744149726
-41.93919391939194,-20.0,-7.581758175817582,0.04429047949359025
-41.91919191919192,-20.0,-7.575757575757576,0.044519988930153485
-41.8991899189919,-20.0,-7.56975697569757,0.044750612021053335
-41.87918791879188,-20.0,-7.563756375637563,0.04498235375357776
-41.85918591859186,-20.0,-7.557755775577558,0.04521521913515768
-41.83918391839184,-20.0,-7.5517551755175525,0.045449213193438594
-41.819181918191816,-20.0,-7.545754575457546,0.04568434097635025
-41.7991799179918,-20.0,-7.53975397539754,0.04592060755217777
-41.77917791779178,-20.0,-7.533753375337534,0.0461580180096327
-41.75917591759176,-20.0,-7.527752775277528,0.04639657745792401
-41.73917391739174,-20.0,-7.521752175217522,0.04663629102682925
-41.719171917191716,-20.0,-7.515751575157516,0.04687716386676655
-41.6991699169917,-20.0,-7.50975097509751,0.047119201148865676
-41.67916791679168,-20.0,-7.503750375037503,0.04736240806504089
-41.65916591659166,-20.0,-7.497749774977498,0.04760678982806203
-41.63916391639164,-20.0,-7.4917491749174925,0.047852351671627685
-41.619161916191615,-20.0,-7.485748574857486,0.048099098850437165
-41.5991599159916,-20.0,-7.47974797479748,0.04834703664026325
-41.579157915791576,-20.0,-7.473747374737474,0.04859617033802542
-41.55915591559156,-20.0,-7.467746774677468,0.048846505261862606
-41.53915391539154,-20.0,-7.461746174617462,0.049098046751206784
-41.519151915191514,-20.0,-7.455745574557456,0.049350800166856175
-41.4991499149915,-20.0,-7.44974497449745,0.049604770891049116
-41.47914791479148,-20.0,-7.443744374437443,0.04985996432753782
-41.45914591459146,-20.0,-7.437743774377438,0.05011638590166282
-41.43914391439144,-20.0,-7.4317431743174325,0.05037404106042669
-41.41914191419142,-20.0,-7.425742574257426,0.050632935272568826
-41.3991399139914,-20.0,-7.41974197419742,0.05089307402864042
-41.37913791379138,-20.0,-7.413741374137414,0.05115446284107868
-41.35913591359136,-20.0,-7.407740774077408,0.05141710724428239
-41.339133913391336,-20.0,-7.401740174017402,0.05168101279468717
