Input1,Input2,Input3,Input4,Output1,Output2,normalisedKPI_1,normalisedKPI_2,normalised_threshold_1,normalised_threshold_2
-50.0,-20.0,-10.0,-10.0,0.004807835687154129,4.049367755044521e-05,-0.612135321644087,-0.6122645340977823,1.372534185984296,1.0814299669333853
-49.97999799979998,-20.0,-9.993999399939995,-9.993999399939995,0.004836042696754287,4.0784239579347925e-05,-0.6121345751750101,-0.6122645279462376,1.372534185984296,1.0814299669333853
-49.95999599959996,-20.0,-9.987998799879987,-9.987998799879987,0.004864406971081226,4.1076817099780616e-05,-0.6121338245440866,-0.6122645217520227,1.372534185984296,1.0814299669333853
-49.93999399939994,-20.0,-9.981998199819982,-9.981998199819982,0.00489292933634977,4.13714235777972e-05,-0.6121330697294511,-0.6122645155148525,1.372534185984296,1.0814299669333853
-49.91999199919992,-20.0,-9.975997599759976,-9.975997599759976,0.004921610622815869,4.16680725657165e-05,-0.612132310709132,-0.6122645092344399,1.372534185984296,1.0814299669333853
-49.8999899989999,-20.0,-9.969996999699969,-9.969996999699969,0.00495045166479479,4.19667777026499e-05,-0.6121315474610499,-0.6122645029104961,1.372534185984296,1.0814299669333853
-49.879987998799876,-20.0,-9.963996399639964,-9.963996399639964,0.004979453300679085,4.226755271503076e-05,-0.6121307799630178,-0.6122644965427305,1.372534185984296,1.0814299669333853
-49.85998599859986,-20.0,-9.957995799579958,-9.957995799579958,0.005008616372956917,4.257041141714664e-05,-0.6121300081927398,-0.6122644901308508,1.372534185984296,1.0814299669333853
-49.83998399839984,-20.0,-9.951995199519953,-9.951995199519953,0.005037941728230334,4.2875367711676624e-05,-0.6121292321278118,-0.6122644836745625,1.372534185984296,1.0814299669333853
-49.81998199819982,-20.0,-9.945994599459945,-9.945994599459945,0.005067430217233552,4.318243559022882e-05,-0.6121284517457197,-0.6122644771735696,1.372534185984296,1.0814299669333853
-49.7999799979998,-20.0,-9.93999399939994,-9.93999399939994,0.005097082694851441,4.3491629133883276e-05,-0.6121276670238401,-0.6122644706275736,1.372534185984296,1.0814299669333853
-49.77997799779978,-20.0,-9.933993399339935,-9.933993399339935,0.005126900020138002,4.3802962513737256e-05,-0.6121268779394391,-0.6122644640362749,1.372534185984296,1.0814299669333853
-49.75997599759976,-20.0,-9.927992799279927,-9.927992799279927,0.005156883056334943,4.411644999145343e-05,-0.6121260844696716,-0.6122644573993713,1.372534185984296,1.0814299669333853
-49.73997399739974,-20.0,-9.921992199219922,-9.921992199219922,0.0051870326708903175,4.443210591981135e-05,-0.6121252865915817,-0.6122644507165591,1.372534185984296,1.0814299669333853
-49.71997199719972,-20.0,-9.915991599159916,-9.915991599159916,0.0052173497354772586,4.474994474326208e-05,-0.6121244842821015,-0.6122644439875323,1.372534185984296,1.0814299669333853
-49.6999699969997,-20.0,-9.90999099909991,-9.90999099909991,0.005247835126012723,4.5069980998486496e-05,-0.6121236775180506,-0.6122644372119833,1.372534185984296,1.0814299669333853
-49.67996799679968,-20.0,-9.903990399039904,-9.903990399039904,0.0052784897226763995,4.5392229314956e-05,-0.6121228662761362,-0.6122644303896023,1.372534185984296,1.0814299669333853
-49.65996599659966,-20.0,-9.897989798979898,-9.897989798979898,0.005309314409929694,4.571670441549717e-05,-0.6121220505329517,-0.6122644235200777,1.372534185984296,1.0814299669333853
